seq,Lab,Test Date,Trace/ID,Trace/ID_1,Test_Description,config,Voc,Ibf,gap_mm,D_mm,t,width_in,height_in,depth_in,Iameas,IEAve,IEmeas,IErate
1410,0.48kV_KEMA_Phase I,39952,37,37,3P-HCB-12-20-10-B,HCB,0.48,20.624,10.0,457.2,207.0,20,20.0,20,16.15358842,8.481375,9.7065,46.891304347826086
1411,0.48kV_KEMA_Phase I,39952,38,38,3P-HCB-12-20-25-B,HCB,0.48,20.624,25.0,457.2,206.3,20,20.0,20,13.67416041,9.05175,10.9755,53.20164808531265
1412,0.48kV_KEMA_Phase I,39952,39,39,3P-HCB-12-20-25-B,HCB,0.48,20.624,25.0,457.2,96.3,20,20.0,20,9.0015759,3.2805,3.915,40.65420560747664
1413,0.48kV_KEMA_Phase I,39952,40,40,3P-HCB-12-20-25-B,HCB,0.48,20.624,25.0,457.2,206.15,20,20.0,20,13.19544275,,,
1414,0.48kV_KEMA_Phase I,39952,41,41,3P-HCB-6-20-25-B,HCB,0.48,20.624,25.0,457.2,0.0,20,20.0,20,13.74584951,0.091125,0.1215,Inf
1415,0.48kV_KEMA_Phase I,39952,42,42,3P-HCB-6-20-25-B,HCB,0.48,20.624,25.0,457.2,106.95,20,20.0,20,7.472627172,2.40975,3.0105,28.14866760168303
1416,0.48kV_KEMA_Phase I,39952,43,43,3P-HCB-6-20-25-UB,HCB,0.48,20.624,25.0,457.2,106.7,20,20.0,20,11.19809364,3.69225,4.4415,41.626054358013114
1417,0.48kV_KEMA_Phase I,39952,44,44,3P-HCB-6-20-25-UB,HCB,0.48,20.624,25.0,457.2,73.2,20,20.0,20,7.257055175,1.414125,1.701,23.237704918032787
1418,0.48kV_KEMA_Phase I,39952,45,45,3P-HCB-12-20-25-UB,HCB,0.48,20.624,25.0,457.2,207.3,20,20.0,20,13.07079163,12.2985,24.057,116.0492040520984
1419,0.48kV_KEMA_Phase I,39952,46,46,3P-HCB-12-20-25-UB,HCB,0.48,20.624,25.0,457.2,206.65,20,20.0,20,12.81336787,13.294125,27.891,134.96733607548995
1420,0.48kV_KEMA_Phase I,39952,47,47,3P-HCB-6-20-10-UB,HCB,0.48,20.624,10.0,457.2,107.85,20,20.0,20,17.03172827,4.52925,7.803,72.35048678720446
1421,0.48kV_KEMA_Phase I,39952,48,48,3P-HCB-6-20-10-UB,HCB,0.48,20.624,10.0,457.2,107.45,20,20.0,20,16.55244305,,,
1422,0.48kV_KEMA_Phase I,39952,49,49,3P-HCB-12-20-10-UB,HCB,0.48,20.624,10.0,457.2,207.0,20,20.0,20,16.57323145,,,
1423,0.48kV_KEMA_Phase I,39952,50,50,3P-HCB-12-20-10-UB,HCB,0.48,20.624,10.0,457.2,207.55,20,20.0,20,16.36194814,12.524625,27.0,130.08913514815706
1424,0.48kV_KEMA_Phase I,39952,51,51,3P-HCB-6-5-10-UB,HCB,0.48,5.0885,10.0,457.2,106.65,20,20.0,20,4.104561197,1.296,2.6325,24.683544303797465
1425,0.48kV_KEMA_Phase I,39952,52,52,3P-HCB-6-5-10-UB,HCB,0.48,5.0885,10.0,457.2,107.75,20,20.0,20,4.079593138,1.3635,2.7,25.05800464037123
1426,0.48kV_KEMA_Phase I,39952,53,53,3P-HCB-6-5-10-UB,HCB,0.48,5.0885,10.0,457.2,102.25,20,20.0,20,4.249471333,,,
1427,0.48kV_KEMA_Phase I,39952,54,54,3P-HCB-6-20-10-UB,HCB,0.48,20.624,10.0,457.2,107.95,20,20.0,20,16.87631449,,,
1428,0.48kV_KEMA_Phase I,39952,55,55,3P-HCB-6-20-10-UB,HCB,0.48,20.624,10.0,457.2,107.7,20,20.0,20,17.61758449,,,
1429,0.48kV_KEMA_Phase I,39952,56,56,3P-HCB-6-20-10-UB,HCB,0.48,20.624,10.0,457.2,106.9,20,20.0,20,17.44224186,,,
1430,0.48kV_KEMA_Phase I,39952,57,57,3P-HCB-12-20-10-UB,HCB,0.48,20.624,10.0,457.2,207.05,20,20.0,20,16.90917595,,,
1431,0.48kV_KEMA_Phase I,39952,58,58,3P-VCB-6-20-10-UB,VCB,0.48,20.624,10.0,457.2,107.9,20,20.0,20,17.08988333,,,
1432,0.48kV_KEMA_Phase I,39952,59,59,3P-VCB-12-20-10-UB,VCB,0.48,20.624,10.0,457.2,207.4,20,20.0,20,16.5414071,,,
1433,0.48kV_KEMA_Phase I,39952,62,62,1P-VFC-12-5-10,Single Phase,0.48,5.03,10.0,457.2,203.4,20,20.0,20,3.44729467,0.18225,0.216,1.0619469026548671
1434,0.48kV_KEMA_Phase I,39952,63,63,1P-VFC-12-5-10,Single Phase,0.48,5.03,10.0,457.2,204.65,20,20.0,20,2.533009817,0.239625,0.297,1.4512582457854872
1435,0.48kV_KEMA_Phase I,39952,64,64,1P-VFC-12-5-25,Single Phase,0.48,5.03,25.0,457.2,203.65,20,20.0,20,0.961844581,2.49075,6.5475,32.15074883378345
1436,0.48kV_KEMA_Phase I,39952,65,65,1P-VFC-12-5-25,Single Phase,0.48,5.03,25.0,457.2,203.15,20,20.0,20,1.391735174,2.770875,7.3035,35.95126753630322
1437,0.48kV_KEMA_Phase I,39952,66,66,1P-VFC-12-20-25,Single Phase,0.48,21.744,25.0,457.2,204.45,20,20.0,20,2.220166924,1.6065,1.998,9.772560528246515
1438,0.48kV_KEMA_Phase I,39952,67,67,1P-VFC-12-20-25,Single Phase,0.48,21.744,25.0,457.2,203.25,20,20.0,20,1.851672288,4.27275,10.908,53.667896678966784
1439,0.48kV_KEMA_Phase I,39952,68,68,1P-VFC-12-20-10,Single Phase,0.48,21.744,10.0,457.2,200.05,20,20.0,20,11.23519664,1.569375,1.8225,9.110222444388901
1440,0.48kV_Kinetrics_Phase I,,5122,5122,3P-VCB-6-17.2-10-UG,VCB,0.48,17.2,10.0,457.2,205.5,20,20.0,20,9.132530559,1.533333333,2.4,11.678832116788321
1441,0.48kV_Kinetrics_Phase I,,5123,5123,3P-VCB-6-17.2-10-UG,VCB,0.48,17.2,10.0,457.2,205.5,20,20.0,20,9.202797247,1.166666667,1.6,7.785888077858881
1442,0.48kV_Kinetrics_Phase I,,5124,5124,3P-VCB-12-17.2-10-UG,VCB,0.48,17.2,10.0,457.2,205.5,20,20.0,20,15.77516433,2.683333333,3.3,16.05839416058394
1443,0.48kV_Kinetrics_Phase I,,5126,5126,3P-VCB-12-17.2-10-UG,VCB,0.48,17.2,10.0,457.2,205.5,20,20.0,20,15.83420629,2.991666667,4.2,20.437956204379564
1444,0.48kV_Kinetrics_Phase I,,5105,5105,3P-VCB-6-5.9-10-UG,VCB,0.48,5.9,25.0,457.2,27.6,20,20.0,20,24.88055369,,0.0,0.0
1445,0.48kV_Kinetrics_Phase I,,5106,5106,3P-VCB-6-5.9-10-UG,VCB,0.48,5.9,25.0,457.2,27.6,20,20.0,20,5.253037972,,0.0,0.0
1446,0.48kV_Kinetrics_Phase I,,5107,5107,3P-VCB-6-5.9-10-UG,VCB,0.48,5.9,25.0,457.2,27.6,20,20.0,20,5.104451727,0.416666667,0.55,19.92753623188406
1447,0.48kV_Kinetrics_Phase I,,5108,5108,3P-VCB-6-5.9-10-UG,VCB,0.48,5.9,25.0,457.2,27.6,20,20.0,20,4.764226073,0.45,0.8,28.985507246376812
1448,0.48kV_Kinetrics_Phase I,,5109,5109,3P-VCB-12-5.9-10-UG,VCB,0.48,5.9,25.0,457.2,27.6,20,20.0,20,5.389165927,1.066666667,1.5,54.34782608695652
1449,0.48kV_Kinetrics_Phase I,,5110,5110,3P-VCB-12-5.9-10-UG,VCB,0.48,5.9,25.0,457.2,27.6,20,20.0,20,5.361623227,1.05,1.4,50.724637681159415
1450,0.48kV_Kinetrics_Phase I,,5111,5111,3P-VCB-6-5.9-10-G,VCB,0.48,5.9,25.0,457.2,27.6,20,20.0,20,4.567628092,0.4,0.6,21.73913043478261
1451,0.48kV_Kinetrics_Phase I,,5112,5112,3P-VCB-6-5.9-10-G,VCB,0.48,5.9,25.0,457.2,27.6,20,20.0,20,4.659643392,0.416666667,0.6,21.73913043478261
1452,0.48kV_Kinetrics_Phase I,,5113,5113,3P-VCB-12-5.9-10-G,VCB,0.48,5.9,10.0,457.2,205.0,20,20.0,20,4.731139473,0.891666667,1.15,5.609756097560975
1453,0.48kV_Kinetrics_Phase I,,5114,5114,3P-VCB-12-5.9-10-G,VCB,0.48,0.0,0.0,457.2,,20,20.0,20,16.77335744,,0.0,
1454,0.48kV_Kinetrics_Phase I,,5115,5115,3P-VCB-12-5.9-10-G,VCB,0.48,5.9,10.0,457.2,204.1,20,20.0,20,4.739710053,0.966666667,1.4,6.859382655560999
1455,0.48kV_Kinetrics_Phase I,,5118,5118,3P-VCB-6-17.2-10-G,VCB,0.48,17.2,10.0,457.2,105.0,20,20.0,20,15.94508982,1.1,1.3,12.380952380952381
1456,0.48kV_Kinetrics_Phase I,,5119,5119,3P-VCB-6-17.2-10-G,VCB,0.48,17.2,10.0,457.2,106.8,20,20.0,20,15.57277691,1.241666667,1.75,16.385767790262175
1457,0.48kV_Kinetrics_Phase I,,5120,5120,3P-VCB-12-17.2-10-G,VCB,0.48,17.2,10.0,457.2,205.5,20,20.0,20,14.49650226,2.366666667,2.8,13.625304136253039
1458,0.48kV_Kinetrics_Phase I,,5121,5121,3P-VCB-12-17.2-10-G,VCB,0.48,17.2,10.0,457.2,205.5,20,20.0,20,15.66014178,2.533333333,3.3,16.05839416058394
1459,0.48kV_Kinetrics_Phase I,,5127,5127,3P-VCB-6-17.2-25-UG,VCB,0.48,17.2,25.0,457.2,105.9,20,20.0,20,12.63650591,1.2,1.6,15.108593012275733
1460,0.48kV_Kinetrics_Phase I,,5128,5128,3P-VCB-6-17.2-25-UG,VCB,0.48,17.2,25.0,457.2,105.9,20,20.0,20,12.2639177,1.15,1.4,13.220018885741263
1461,0.48kV_Kinetrics_Phase I,,5134,5134,3P-VCB-6-17.2-25-UG,VCB,0.48,17.2,0.0,457.2,0.0,20,20.0,20,8.82914072,1.183333333,1.5,Inf
1462,0.48kV_Kinetrics_Phase I,,5129,5129,3P-VCB-12-17.2-25-UG,VCB,0.48,17.2,25.0,457.2,206.4,20,20.0,20,13.27052167,2.183333333,2.5,12.112403100775193
1463,0.48kV_Kinetrics_Phase I,,5130,5130,3P-VCB-12-17.2-25-UG,VCB,0.48,17.2,25.0,457.2,206.4,20,20.0,20,13.03651207,2.366666667,3.1,15.019379844961241
1464,0.48kV_Kinetrics_Phase I,,5131,5131,3P-VCB-6-17.2-25-G,VCB,0.48,17.2,25.0,457.2,26.4,20,20.0,20,4.574270957,,0.0,0.0
1465,0.48kV_Kinetrics_Phase I,,5133,5133,3P-VCB-6-17.2-25-G,VCB,0.48,17.2,0.0,457.2,0.0,20,20.0,20,9.446725158,,0.0,NaN
1466,0.48kV_Kinetrics_Phase I,,5135,5135,3P-VCB-6-17.2-25-G,VCB,0.48,17.2,25.0,457.2,103.6,20,20.0,20,11.6003109,0.9,1.1,10.617760617760618
1467,0.48kV_Kinetrics_Phase I,,5136,5136,3P-VCB-6-17.2-25-G,VCB,0.48,17.2,25.0,457.2,17.0,20,20.0,20,5.539455305,,0.0,0.0
1468,0.48kV_Kinetrics_Phase I,,5137,5137,3P-HCB-12-17.2-25-G,HCB,0.48,17.2,25.0,457.2,46.1,20,20.0,20,6.513239668,0.583333333,0.9,19.522776572668114
1469,0.48kV_Kinetrics_Phase I,,5138,5138,3P-HCB-12-17.2-25-G,HCB,0.48,17.2,25.0,457.2,129.1,20,20.0,20,8.335112909,2.45,3.5,27.110766847405113
1470,0.48kV_Kinetrics_Phase I,,5139,5139,3P-HCB-12-17.2-25-UG,HCB,0.48,17.2,25.0,457.2,78.9,20,20.0,20,9.222893035,1.633333333,2.2,27.88339670468948
1471,0.48kV_Kinetrics_Phase I,,5140,5140,3P-HCB-12-17.2-25-UG,HCB,0.48,17.2,25.0,457.2,203.9,20,20.0,20,9.34789108,5.066666667,7.5,36.78273663560569
1472,0.48kV_Kinetrics_Phase I,,5141,5141,3P-HCB-12-17.2-25-UG,HCB,0.48,17.2,0.0,457.2,0.0,20,20.0,20,10.43818413,,0.0,NaN
1473,0.48kV_Kinetrics_Phase I,,5142,5142,3P-HCB-12-17.2-10-UG,HCB,0.48,17.2,10.0,457.2,204.4,20,20.0,20,12.25845771,4.2,6.0,29.354207436399214
1474,0.48kV_Kinetrics_Phase I,,5143,5143,3P-HCB-12-17.2-10-UG,HCB,0.48,17.2,10.0,457.2,204.4,20,20.0,20,13.26401761,4.633333333,6.6,32.28962818003914
1475,0.48kV_Kinetrics_Phase I,,N/A,N/A,3P-HCB-12-17.2-10-G,HCB,0.48,0.0,10.0,457.2,0.0,20,20.0,20,0.520088007,,0.0,NaN
1476,0.48kV_Kinetrics_Phase I,,5144,5144,3P-HOA-12-17.2-10,HOA,0.48,17.2,10.0,457.2,204.4,open air,,open air,11.96176666,3.216666667,4.6,22.504892367906066
1477,0.48kV_Kinetrics_Phase I,,5145,5145,3P-HOA-12-17.2-10,HOA,0.48,17.2,10.0,457.2,207.1,open air,,open air,12.81883094,3.183333333,4.9,23.660067600193145
1478,0.48kV_Kinetrics_Phase I,,5146,5146,3P-VOA-12-17.2-10,VOA,0.48,17.2,10.0,457.2,207.1,open air,,open air,13.41335522,0.966666667,1.3,6.277160791887978
1479,0.48kV_Kinetrics_Phase I,,5147,5147,3P-VOA-12-17.2-10,VOA,0.48,17.2,10.0,457.2,207.1,open air,,open air,10.07870517,1.316666667,1.9,9.174311926605505
1480,0.48kV_Kinetrics_Phase I,,5148,5148,3P-VOA-12-17.2-10,VOA,0.48,17.2,10.0,457.2,204.4,open air,,open air,13.64106161,2.1,2.7,13.209393346379649
1481,0.48kV_Kinetrics_Phase I,,5149,5149,3P-VOA-12-17.2-25,VOA,0.48,17.2,25.0,457.2,205.8,open air,,open air,8.658218887,1.75,2.3,11.17589893100097
1482,0.48kV_Kinetrics_Phase I,,5151,5151,3P-VOA-12-17.2-25,VOA,0.48,17.2,25.0,457.2,203.0,open air,,open air,10.79898496,2.15,2.8,13.793103448275861
1483,0.48kV_Kinetrics_Phase I,,5155,5155,1P-VFC-12-17.6-25,Single Phase,0.48,17.6,25.0,457.2,202.7,20,20.0,20,34.70730508,1.166666667,1.7,8.386778490379871
1484,0.48kV_Kinetrics_Phase I,,5156,5156,1P-VFC-12-17.6-25,Single Phase,0.48,17.6,25.0,457.2,202.7,20,20.0,20,32.12316037,0.966666667,1.4,6.906758756783424
1485,0.48kV_Kinetrics_Phase I,,5157,5157,1P-VFC-12-17.6-10,Single Phase,0.48,17.6,10.0,457.2,202.7,20,20.0,20,16.53916192,0.833333333,1.0,4.93339911198816
1486,0.48kV_Kinetrics_Phase I,,5158,5158,1P-VFC-12-17.6-10,Single Phase,0.48,17.6,10.0,457.2,202.7,20,20.0,20,32.76440641,0.833333333,1.2,5.920078934385792
1487,0.48kV_Kinetrics_Phase I,,5160,5160,1P-VFC-12-6.4-10,Single Phase,0.48,6.4,10.0,457.2,202.7,20,20.0,20,31.71604382,0.1,0.2,0.9866798223976321
1488,0.48kV_Kinetrics_Phase I,,5161,5161,1P-VFC-12-6.4-10,Single Phase,0.48,6.4,10.0,457.2,203.6,20,20.0,20,31.88603765,0.133333333,0.2,0.9823182711198429
1489,0.48kV_Kinetrics_Phase I,,5162,5162,1P-VFC-12-6.4-25,Single Phase,0.48,6.4,25.0,457.2,203.6,20,20.0,20,2.414102949,0.251666667,0.37,1.8172888015717092
1490,0.48kV_Kinetrics_Phase I,,5163,5163,1P-VFC-12-6.4-25,Single Phase,0.48,6.4,25.0,457.2,203.6,20,20.0,20,24.90247798,0.183333333,0.26,1.2770137524557958
1491,Cooper_VCBB_Phase I,,1,1,VCB-6-5-25-4-BA-1,VCBB,0.48,5.0,25.0,457.2,115.0,20,20.0,20,4.255116962,0.532739732,0.797720572,6.9367006260869575
1492,Cooper_VCBB_Phase I,,2,2,VCB-6-5-25-4-BA-2,VCBB,0.48,5.0,25.0,457.2,98.6,20,20.0,20,4.189256988,0.597749981,1.02487189,10.394238235294118
1493,Cooper_VCBB_Phase I,,3,3,VCB-12-5-25-4-BA-1,VCBB,0.48,5.0,25.0,457.2,214.2,20,20.0,20,4.103469777,1.439159897,2.321549275,10.83823190943044
1494,Cooper_VCBB_Phase I,,4,4,VCB-12-5-25-4-BA-2,VCBB,0.48,5.0,25.0,457.2,212.0,20,20.0,20,3.933074083,1.627971643,2.508292735,11.83156950471698
1495,Cooper_VCBB_Phase I,,5,5,VCB-12-5-10-4-BA-1,VCBB,0.48,5.0,10.0,457.2,215.0,20,20.0,20,4.26894789,1.010933614,1.560735572,7.259235218604651
1496,Cooper_VCBB_Phase I,,6,6,VCB-12-5-10-4-BA-4,VCBB,0.48,5.0,10.0,457.2,198.0,20,20.0,20,4.284288891,0.75918951,1.401759999,7.079595954545455
1497,Cooper_VCBB_Phase I,,7,7,VCB-6-5-10-4-BA-1,VCBB,0.48,5.0,10.0,457.2,115.0,20,20.0,20,4.413521391,0.45476855,0.695340251,6.046436965217391
1498,Cooper_VCBB_Phase I,,8,8,VCB-6-5-10-4-BA-2,VCBB,0.48,5.0,10.0,457.2,100.0,20,20.0,20,4.352871225,0.560534267,1.016013873,10.160138729999998
1499,Cooper_VCBB_Phase I,,9,9,VCB-6-5-10-10-BA-1,VCBB,0.48,5.0,10.0,457.2,98.0,20,20.0,20,4.317729573,0.283192367,0.463922985,4.733908010204082
1500,Cooper_VCBB_Phase I,,10,10,VCB-6-5-10-10-BA-2,VCBB,0.48,5.0,10.0,457.2,99.0,20,20.0,20,4.332032114,0.296160393,0.509029606,5.141713191919193
1501,Cooper_VCBB_Phase I,,11,11,VCB-12-5-10-10-BA-1,VCBB,0.48,5.0,10.0,457.2,199.0,20,20.0,20,4.336858716,0.712832304,1.118040221,5.618292567839196
1502,Cooper_VCBB_Phase I,,12,12,VCB-12-5-10-10-BA-2,VCBB,0.48,5.0,10.0,457.2,199.0,20,20.0,20,4.279826303,0.8003457,0.945279492,4.750148201005025
1503,Cooper_VCBB_Phase I,,13,13,VCB-12-5-25-10-BA-1,VCBB,0.48,5.0,25.0,457.2,196.0,20,20.0,20,4.206100678,1.166420852,1.793743485,9.151752474489795
1504,Cooper_VCBB_Phase I,,14,14,VCB-12-5-25-10-BA-2,VCBB,0.48,5.0,25.0,457.2,200.0,20,20.0,20,4.10503948,1.122627569,1.634596019,8.172980095
1505,Cooper_VCBB_Phase I,,15,15,VCB-6-5-25-10-BA-1,VCBB,0.48,5.0,25.0,457.2,97.0,20,20.0,20,4.063919746,0.359700036,0.419538734,4.325141587628866
1506,Cooper_VCBB_Phase I,,16,16,VCB-6-5-25-10-BA-2,VCBB,0.48,5.0,25.0,457.2,95.6,20,20.0,20,4.067749525,#DIV/0!,0.0,0.0
1507,Cooper_VCBB_Phase I,,17,17,VCB-6-20-25-10-BA-1,VCBB,0.48,20.0,25.0,457.2,97.2,20,20.0,20,3.892149731,1.580099927,2.548694947,26.22114143004115
1508,Cooper_VCBB_Phase I,,18,18,VCB-6-20-25-10-BA-2,VCBB,0.48,20.0,25.0,457.2,113.9,20,20.0,20,14.50639218,1.870893157,2.919689708,25.633799016681298
1509,Cooper_VCBB_Phase I,,19,19,VCB-12-20-25-10-BA-1,VCBB,0.48,20.0,25.0,457.2,199.6,20,20.0,20,14.39887903,4.316272946,6.226259406,31.193684398797593
1510,Cooper_VCBB_Phase I,,20,20,VCB-12-20-25-10-BA-2,VCBB,0.48,20.0,25.0,457.2,197.3,20,20.0,20,13.74584951,3.865685497,5.703393556,28.907215184997465
1511,Cooper_VCBB_Phase I,,21,21,VCB-12-20-25-4-BA-2,VCBB,0.48,20.0,25.0,457.2,199.4,20,20.0,20,13.94762167,4.037332436,5.602497514,28.096777903711132
1512,Cooper_VCBB_Phase I,,22,22,VCB-12-20-25-4-BA-3,VCBB,0.48,20.0,25.0,457.2,197.2,20,20.0,20,14.0431401,4.914846564,7.615376963,38.61753023833671
1513,Cooper_VCBB_Phase I,,23,23,VCB-6-20-25-4-BA-1,VCBB,0.48,20.0,25.0,457.2,98.0,20,20.0,20,13.77337106,1.876458179,2.354179057,24.022235275510205
1514,Cooper_VCBB_Phase I,,24,24,VCB-6-20-25-4-BA-2,VCBB,0.48,20.0,25.0,457.2,97.0,20,20.0,20,13.62868222,2.106079759,2.993305623,30.858820855670103
1515,Cooper_VCBB_Phase I,,25,25,VCB-6-20-10-4-BA-1,VCBB,0.48,20.0,10.0,457.2,99.0,20,20.0,20,14.01404893,1.588556734,2.390211002,24.143545474747476
1516,Cooper_VCBB_Phase I,,26,26,VCB-6-20-10-4-BA-2,VCBB,0.48,20.0,10.0,457.2,98.0,20,20.0,20,13.56879942,2.144933861,2.579734961,26.323826132653064
1517,Cooper_VCBB_Phase I,,27,27,VCB-12-20-10-4-1,VCBB,0.48,20.0,10.0,457.2,197.0,20,20.0,20,16.17877437,4.438336974,6.577871133,33.39020879695432
1518,Cooper_VCBB_Phase I,,28,28,VCB-12-20-10-4-2,VCBB,0.48,20.0,10.0,457.2,200.0,20,20.0,20,16.07674928,4.653242816,6.048110158,30.24055079
1519,Cooper_VCBB_Phase I,,29,29,VCB-12-20-10-10-1,VCBB,0.48,20.0,10.0,457.2,199.0,20,20.0,20,15.90883556,3.232506426,4.996383967,25.107457120603012
1520,Cooper_VCBB_Phase I,,30,30,VCB-12-20-10-10-2,VCBB,0.48,20.0,10.0,457.2,197.0,20,20.0,20,15.64745953,3.255191943,4.715440222,23.936244781725886
1521,Cooper_VCBB_Phase I,,31,31,VCB-6-20-10-10-1,VCBB,0.48,20.0,10.0,457.2,99.0,20,20.0,20,15.80459503,1.556193081,2.449950636,24.74697612121212
1522,Cooper_VCBB_Phase I,,32,32,VCB-6-20-10-10-2,VCBB,0.48,20.0,10.0,457.2,104.0,20,20.0,20,15.56834675,1.451183869,2.196446126,21.119674288461542
1525,0.24kV_Cooper,41722,1,1,RK-200A Current Limiting Fuse (#20 wire),HCB,0.604,6.24,38.1,457.2,8.0,13.5,29.5,8,0.928415583,0.259185714,0.2849,35.6125
1526,0.24kV_Cooper,41722,2,2,200A Current Limiting Breaker (#20 wire),HCB,0.604,6.24,38.1,457.2,10.0,13.5,17.5,8,1.968214378,0.391957143,0.4798,47.980000000000004
1527,0.24kV_Cooper,41723,3,3,200A Current Limiting Breaker (#20 wire) ,HCB,0.604,2.35,38.1,457.2,18.0,13.5,17.5,8,1.142037444,0.381271429,0.8096,44.977777777777774
1528,0.24kV_Cooper,41723,4,4,200A Current Limiting Fuse (#20 wire),HCB,0.604,2.35,38.1,457.2,20.0,13.5,29.5,8,0.867893725,0.293428571,0.3448,17.24
1529,0.24kV_Cooper,41723,5,5,"200A Current Limiting Fuse (Repeat, #16 wire)",HCB,0.604,2.35,38.1,457.2,18.0,13.5,29.5,8,1.139356605,0.218471429,0.2849,15.827777777777778
1530,0.24kV_Cooper,41723,6,6,"200A Current Limiting Breaker (#20 wire, )",HCB,0.604,1.57,38.1,457.2,191.0,13.5,29.5,8,1.058440349,0.9381,1.5292,8.00628272251309
1531,0.24kV_Cooper,41723,7,7,400A Current Limiting Breaker (#20 wire),HCB,0.604,11.25,38.1,457.2,13.0,13.5,29.5,8,3.44729467,0.672528571,0.8546,65.73846153846154
1532,0.24kV_Cooper,41723,8,8,400A Current Limiting Breaker (#20 wire),HCB,0.604,4.67,38.1,457.2,20.0,13.5,29.5,8,2.533009817,0.614714286,0.8096,40.480000000000004
1533,0.24kV_Cooper,41723,9,9,400A Current Limiting Breaker (#20 wire),HCB,0.604,3.16,38.1,457.2,90.0,13.5,29.5,8,0.961844581,1.833385714,2.6087,28.985555555555553
1534,0.24kV_Cooper,41723,10,10,400A Current Limiting Fuse (#20 wire),HCB,0.604,3.16,114.3,457.2,71.0,13.5,30.5,8,1.391735174,1.214385714,1.6192,22.805633802816903
1535,0.24kV_Cooper,41723,11,11,Fuse_400A Current Limiting Fuse (#20 wire),HCB,0.604,4.67,114.3,457.2,28.0,13.5,30.5,8,2.220166924,0.831,0.9445,33.732142857142854
1536,0.24kV_Cooper,41723,12,12,Fuse_400A Current Limiting Fuse (#20 wire),HCB,0.604,11.25,114.3,457.2,8.0,13.5,30.5,8,1.851672288,0.520442857,0.6147,76.8375
1537,0.24kV_Cooper,41723,13,13,Small_Breaker_line Line Side Test (#20 wire),HCB,0.604,15.1,25.4,457.2,87.0,13.5,17.5,8,11.23519664,5.136,7.7811,89.43793103448276
1538,0.24kV_Cooper,41724,14,14,"Line Side, 15kA, Stab (Connector behind the panel)_Back bus (#20 wire)",HCB,0.604,15.1,25.4,457.2,219.0,13.5,17.5,8,11.59240984,0.229185714,0.2399,1.0954337899543378
1539,0.24kV_Cooper,41724,15,15,"Line Side, 15kA, Entrance connector_Front bus (#20 wire)",VCB,0.604,15.1,,457.2,219.0,13.5,17.5,8,9.877669681,5.992714286,8.5007,38.81598173515982
1540,0.24kV_Cooper,41724,16,16,Breaker housing with Breaker out (#20 wire),HCB,0.604,15.1,114.3,609.6,190.0,17.5,17.5,17.5,9.272861324,7.055042857,9.1754,48.29157894736842
1541,0.24kV_Cooper,41724,17,17,Breaker housing with Breaker out (#20 wire),HCB,0.604,32.6,114.3,609.6,200.0,17.5,17.5,17.5,24.18297342,5.140285714,7.4513,37.256499999999996
1542,0.24kV_Cooper,41724,18,18,breaker in line side Breaker housing with Breaker in (#20 wire),HCB,0.604,32.6,114.3,609.6,200.0,17.5,17.5,17.5,24.88055369,1.602057143,3.0135,15.0675
1543,0.24kV_Cooper,41724,19,19,breaker in line side Breaker housing with Breaker in (#20 wire),HCB,0.604,15.1,114.3,609.6,200.0,17.5,17.5,17.5,11.32540871,1.055885714,3.4033,17.0165
1544,0.24kV_Cooper,41724,20,20,back bottom Riser bus (#20 wire),VCB,0.604,15.1,76.2,1219.2,200.0,19,40.0,42,7.286282811,0.6811,1.0045,5.0225
1545,0.24kV_Cooper,41724,21,21,back bottom Riser bus (#20 wire),VCB,0.604,32.6,76.2,1219.2,200.0,19,40.0,42,15.72033902,0.469057143,0.6147,3.0735
1546,0.24kV_Cooper,41724,22,22,redo 21 Riser bus [Repeat] (#16 wire),VCB,0.604,32.6,76.2,1219.2,133.33,19,40.0,42,23.47606731,0.756057143,1.2744,9.558238955973897
1547,0.24kV_Cooper,41724,23,23,load side breaker close Load Side. #16 wire,HCB,0.604,32.6,152.4,914.4,25.0,19,40.0,42,8.923653358,1.608485714,1.8891,75.56400000000001
1548,0.24kV_Cooper,41724,24,24,load side breaker close Load Side. #14Wire,HCB,0.604,15.1,152.4,914.4,133.33,19,40.0,42,6.991539585,3.613214286,4.6327,34.74611865296632
1549,0.24kV_Cooper,41724,25,25,load side breaker close Load Side (cooper stick test),,0.604,15.1,152.4,914.4,133.33,19,40.0,42,1.00095076,0.2099,0.2399,1.7992949823745592
1550,0.24kV_Cooper,41725,26,26,VCB (#20 wire),VCB,0.482,26.3,38.1,457.2,221.0,20,20.0,20,15.72563595,9.473128571,18.3358,82.96742081447964
1551,0.24kV_Cooper,41725,27,27,redo26 (#20 wire),VCB,0.482,26.3,38.1,457.2,221.0,20,20.0,20,16.77335744,9.0662,16.6267,75.2339366515837
1552,0.24kV_Cooper,41725,28,28,VCB (#20 wire),VCB,0.482,12.1,38.1,457.2,221.0,20,20.0,20,5.773224516,3.563914286,5.7871,26.18597285067873
1553,0.24kV_Cooper,41725,29,29,HCB (#20 wire),HCB,0.482,12.1,38.1,457.2,16.0,20,20.0,20,3.262679165,0.507614286,0.6597,41.231249999999996
1554,0.24kV_Cooper,41725,30,30,redo 29 (#16 wire),HCB,0.482,12.1,38.1,457.2,20.0,20,20.0,20,4.552568441,0.828871429,1.8591,92.955
